item_id,title,total_qty,n_days,avg_gap_days,max_gap_days
1230094,Wienerbrød,83,37,5.027777777777778,36.0
1230165,Kanelsnurre ØKO,343,112,1.6306306306306306,18.0
1230798,Sancocho,20,16,10.466666666666667,30.0
1230812,Kylling i karry m. Ris,102,66,2.769230769230769,21.0
1236848,Usp smørrebrød,2125,115,1.5789473684210527,14.0
1236854,Usp luksus smørrebrød,520,20,9.210526315789474,28.0
1240114,Alkoholfri øl,18,6,29.4,42.0
1240128,Vand,24,11,17.5,52.0
1240477,Sirup shot,36,24,7.826086956521739,29.0
1244728,Café latte,188,61,3.0,25.0
1247438,Unspecified,42,23,3.0,13.0
1256148,Chips,94,54,3.4150943396226414,12.0
1259241,Herreklip,383,110,1.651376146788991,6.0
1259242,Dameklip,13,12,14.727272727272727,41.0
1259243,Børneklip,27,23,7.2727272727272725,33.0
1259246,Maskineklip,33,31,5.8,20.0
1259247,Trimming af Skæg,19,18,10.294117647058824,28.0
1259249,Hårvasker,1,1,999.0,999.0
1267267,"Extra ( bacon, artiskoker, tomater ...)",43,25,6.791666666666667,48.0
1269507,Personalepris,7,7,21.333333333333332,47.0
1269683,Cocio  store,176,93,1.9565217391304348,20.0
1279115,MENU,515,52,3.450980392156863,10.0
1279122,Durum Humus,156,67,1.8333333333333333,5.0
1279655,HUMMERSUPPE,111,22,7.9523809523809526,61.0
1297198,Tuborg pilsner,1554,154,1.1764705882352942,6.0
1297454,Tuborg classic,1229,143,1.2746478873239437,9.0
1297963,Mikkeler burst ipa,243,78,2.3376623376623376,39.0
1298038,Grimbergen double,175,81,2.25,17.0
1298065,Jacobsen juicy IPA,444,115,1.5789473684210527,16.0
1298131,Mikkeller ich bin rasberry,310,105,1.7403846153846154,19.0
1298157,Playa De Brooklyn,137,63,2.8548387096774195,40.0
1298178,1664 blanc,841,142,1.2836879432624113,9.0
1298205,Brooklyn stonewall IPA,397,119,1.5338983050847457,16.0
1298243,Brooklyn pulp art IPA,186,69,2.573529411764706,17.0
1298279,Somersby apple cider,277,94,1.903225806451613,14.0
1298310,Passion attraction,138,68,2.671641791044776,21.0
1298336,Tuborg pilsner,455,78,2.3376623376623376,18.0
1298536,Sodavand,1182,141,1.292857142857143,12.0
1299021,Basil sour smash,155,40,4.512820512820513,20.0
1299096,Raspberry rascal,264,46,3.911111111111111,14.0
1320295,Kande fadøl,745,114,1.592920353982301,15.0
1320387,"2 ens for 135,-",177,76,2.3733333333333335,19.0
1333981,Runnig dinner,46,2,105.0,105.0
1383364,2 retters,81,20,8.0,28.0
1393766,Branca Menta,1,1,999.0,999.0
1399637,Sodavand,2005,30,5.862068965517241,25.0
1419418,S. Brugsen,207,2,84.0,84.0
1420007,Pitabrød kyllinge,157,78,2.2987012987012987,11.0
1420036,Pitabrød meny,124,76,2.3333333333333335,10.0
1420053,Pitabrød falafed,50,42,4.195121951219512,21.0
1420731,Durum menu,157,89,2.0454545454545454,11.0
1420742,Turkish brød kebab,689,144,1.2587412587412588,10.0
1420743,Durum kyllinge,165,85,2.107142857142857,13.0
1420755,Durum kebab,2834,146,1.2413793103448276,10.0
1420764,Durum falafed,65,50,3.326530612244898,11.0
1420766,Turkish brød kyllinge,27,21,7.8,27.0
1420780,Turkish brød falafed,20,17,10.0,35.0
1420781,Turkish brød menu,44,37,4.861111111111111,22.0
1420812,Kebabbox,800,144,1.2587412587412588,10.0
1420816,Kyllingebox,18,16,10.466666666666667,45.0
1420839,Hoddok,285,104,1.7475728155339805,10.0
1420851,Kyllingeburger,66,47,3.630434782608696,11.0
1420877,Okse burger,94,63,2.8225806451612905,11.0
1421806,Okse burger menu,23,22,8.19047619047619,64.0
1439345,Unspecified,25,19,8.166666666666666,34.0
1439475,Unspecified,197,96,1.894736842105263,11.0
1447752,Unspecified,130,67,2.227272727272727,12.0
1452546,Nyt vinyl,462,127,1.4285714285714286,6.0
1452561,Nyt vinyl,462,122,1.487603305785124,4.0
1452605,Nyt vinyl,190,95,1.8936170212765957,8.0
1452635,Nyt vinyl,553,134,1.3533834586466165,4.0
1452640,Nyt vinyl,835,142,1.2765957446808511,5.0
1452643,Nyt vinyl,393,118,1.5384615384615385,7.0
1452668,Nyt vinyl,368,119,1.5254237288135593,6.0
1452689,Nyt vinyl,626,140,1.2949640287769784,4.0
1452724,Nyt vinyl,254,101,1.8,8.0
1452740,Nyt vinyl,219,98,1.8556701030927836,7.0
1452743,Nyt vinyl,131,71,2.5428571428571427,10.0
1452774,Brugt vinyl,341,112,1.6216216216216217,4.0
1452799,Brugt vinyl,231,106,1.7142857142857142,6.0
1452810,Brugt vinyl,230,107,1.6886792452830188,6.0
1452849,Brugt vinyl,310,120,1.5126050420168067,5.0
1452851,Brugt vinyl,176,99,1.836734693877551,6.0
1452945,Drikkelse,154,72,2.4788732394366195,15.0
1452957,Drikkelse,322,111,1.6363636363636365,6.0
1452990,Gavekort,227,92,1.978021978021978,10.0
1465913,Herreklip,302,68,2.1940298507462686,13.0
1465915,Børneklip,49,33,4.4375,13.0
1465916,Maskineklip,19,15,8.428571428571429,30.0
1465917,Trimming af Skæg,1,1,999.0,999.0
1465918,Hårvasker,36,17,8.8125,25.0
1465921,Cologne,4,2,11.0,11.0
1466226,Croissant,9,6,28.2,99.0
1466234,2 croissanter,2,1,999.0,999.0
1466249,Bolle,4,3,45.5,65.0
1469002,Cheseburger,23,22,8.380952380952381,25.0
1470593,Nyt Vinyl,425,133,1.3636363636363635,4.0
1477373,SMØRREBRØD,1961,91,1.6333333333333333,7.0
1477391,MØDE SMØRREBRØD,298,26,5.84,23.0
1477415,VAND,86,50,2.9183673469387754,11.0
1477422,DÅSEVAND,1,1,999.0,999.0
1477435,KILDEVAND,10,9,17.625,50.0
1485395,Fiskestjerne.,121,48,3.595744680851064,40.0
1499350,Chips,317,109,1.6666666666666667,6.0
1499351,SVÆR,208,96,1.894736842105263,8.0
1499356,Slik,83,58,3.1228070175438596,14.0
1499358,Kaffe,71,52,3.4901960784313726,12.0
1499359,Vand,1014,174,1.046242774566474,2.0
1499361,Energi Drink,90,58,3.087719298245614,12.0
1499364,Sprit (22),4170,174,1.0520231213872833,2.0
1499366,Sprit (25),642,116,1.5739130434782609,8.0
1499367,Sprit (31),147,36,5.114285714285714,27.0
1499368,Sprit (43),85,28,6.666666666666667,18.0
1499370,10 Shots,122,60,3.0677966101694913,17.0
1499372,Husets Sprit,33,24,7.391304347826087,20.0
1499375,Vin,71,34,5.242424242424242,39.0
1499376,Mokai,325,82,2.246913580246914,10.0
1499377,3 Mokai,236,81,2.275,8.0
1499378,Irch Kaffe,1131,145,1.2569444444444444,4.0
1499379,Underberg,397,81,2.2625,7.0
1499380,Billig Dring,291,81,2.2375,10.0
1499384,Isbjørn,167,45,4.090909090909091,22.0
1499385,ØL,12211,183,1.0,1.0
1499386,Aalborg Øl,4202,182,1.0,1.0
1499387,Porter,54,33,5.15625,20.0
1499388,Guld Øl,338,91,2.011111111111111,8.0
1499389,Ølkort,1705,181,1.011111111111111,2.0
1499391,ØL 2 Go,143,65,2.75,13.0
1499392,20 Røg,340,137,1.3308823529411764,4.0
1499393,Lighter,86,55,3.3333333333333335,14.0
1523513,Herreklip,768,139,1.3043478260869565,11.0
1523515,Børneklip,45,38,4.837837837837838,14.0
1523519,Wax,2,2,5.0,5.0
1612426,Æblemost,2,2,103.0,103.0
1612543,Perchs Chai Latte,39,33,5.59375,32.0
1618344,Unspecified,8,8,23.142857142857142,68.0
1635263,"Sambuca, fernet, tequila",224,42,4.390243902439025,15.0
1639344,Vand,198,28,1.2222222222222223,2.0
1642563,Øl,9448,182,1.0,1.0
1642593,Vand,1458,176,1.0342857142857143,3.0
1642605,Cigaretter,568,165,1.103658536585366,2.0
1642620,Rabatkort,1141,176,1.0342857142857143,2.0
1642695,Spiritus 25,7735,180,1.011173184357542,2.0
1642708,Spiritus 35,129,32,5.774193548387097,19.0
1642721,Vin 45,143,53,3.4423076923076925,14.0
1642725,Redbull,325,130,1.4031007751937985,6.0
1642740,Tomat juice,13,10,15.777777777777779,47.0
1642762,Chips,49,35,5.205882352941177,27.0
1642789,Øl 15,302,11,12.2,49.0
1642802,Grønne kort,302,88,2.0689655172413794,8.0
1642822,Lighter,45,36,5.114285714285714,19.0
1648765,Chips vinegar,58,24,1.434782608695652,3.0
1648820,Flaeskesvaer,81,26,1.32,3.0
1658503,Margharita,116,74,2.452054794520548,8.0
1658504,Hawaii,220,101,1.79,5.0
1658505,Danmark,42,36,4.885714285714286,14.0
1658511,Vesuvio,104,68,2.701492537313433,14.0
1658514,Alfreso De Palermo,89,64,2.8095238095238093,11.0
1658520,Hornsyld,68,48,3.723404255319149,11.0
1658522,Pepperoni,189,99,1.846938775510204,6.0
1658524,Mamma Rosa,74,46,3.6666666666666665,10.0
1658528,Herkules,458,130,1.4031007751937985,5.0
1658534,Texas,46,37,4.944444444444445,24.0
1658536,President,44,34,5.454545454545454,33.0
1658537,Florida,40,32,5.67741935483871,23.0
1658538,Mumi's,290,113,1.6160714285714286,6.0
1658547,Mars,53,39,4.657894736842105,15.0
1658553,Hugo Pizza,79,53,3.480769230769231,14.0
1658556,Talo,38,32,5.419354838709677,23.0
1658563,Cheeseburger,66,42,4.2682926829268295,16.0
1658567,Dobbelt Bacon Cheese Burger,51,38,4.756756756756757,22.0
1658575,Ribbensandwich,57,29,5.821428571428571,18.0
1658576,Kebab Pitabrød,93,63,2.8225806451612905,12.0
1658581,Kebabrulle Alm,840,143,1.2746478873239437,4.0
1658582,Kylling Kebab Rulle,131,69,2.6029411764705883,12.0
1658591,500g Spareribs,56,27,6.769230769230769,30.0
1658595,1/2 Kylling,227,97,1.8854166666666667,7.0
1658598,Kebab Mix,110,66,2.753846153846154,10.0
1658600,Pommes Frites,323,115,1.5789473684210527,5.0
1658609,6 stk. Kyllingenuggets,37,30,5.931034482758621,20.0
1658613,Chili Cheese Tops 5 stk,59,39,4.631578947368421,17.0
1658619,Sodavand,380,125,1.435483870967742,4.0
1663110,Dåse,169,89,2.034090909090909,10.0
1668414,Fad Nat,4331,76,1.0266666666666666,2.0
1668415,Øl nat,5639,76,1.0266666666666666,2.0
1668416,Shots (25 ),173,32,2.2903225806451615,6.0
1668417,Shots (30 ),1222,69,1.1323529411764706,3.0
1668418,Lux Fad,568,69,1.088235294117647,2.0
1668419,Jameson,291,43,1.8095238095238095,7.0
1668420,Vand Nat,353,58,1.3333333333333333,5.0
1668421,Øl Dag,303,46,1.6888888888888889,5.0
1668422,Fad Dag,433,54,1.4339622641509433,5.0
1668425,Lux Øl,27,5,14.0,44.0
1668437,Underberg,45,13,5.416666666666667,26.0
1668441,Redbull,39,10,7.888888888888889,19.0
1668448,Chips,42,27,2.730769230769231,9.0
1668452,Fadøl,72,22,3.380952380952381,15.0
1668453,Øl,165,38,1.972972972972973,11.0
1668462,Vand,32,15,5.285714285714286,24.0
1668463,Lux øl,110,26,2.96,8.0
1668464,Drinks 75,101,37,2.0555555555555554,6.0
1668466,Drinks (95),45,14,4.846153846153846,8.0
1668476,Special Øl (35),34,16,4.266666666666667,13.0
1668477,Special Øl (40),37,13,5.166666666666667,11.0
1668481,Special Øl (55),97,40,1.8205128205128205,7.0
1668482,Special Øl (60),43,20,3.3684210526315788,7.0
1671541,Mini brød,28,15,9.785714285714286,32.0
1671558,Mellem brød,17,11,17.2,60.0
1671606,Smoothie,68,39,4.447368421052632,20.0
1694574,Unspecified,324,124,1.4634146341463414,25.0
1695582,Øl,75,38,4.702702702702703,35.0
1695598,Frem sodavand,219,79,2.269230769230769,32.0
1695695,Vand,392,98,1.824742268041237,31.0
1695713,1 kop Kaffe,127,59,3.0172413793103448,40.0
1695759,Special kaffe,90,47,3.760869565217391,31.0
1695924,Sports cola,130,62,2.901639344262295,32.0
1723502,"Gammeldags kalvesteg med grønsager,kartofler,sauce",76,2,21.0,21.0
1723564,Hønsesalat på ananasring med flute,44,1,999.0,999.0
1723692,Hjemmelavet islagkage,32,1,999.0,999.0
1726918,Bøfsandwich m. hjemmelavet sovs.,98,49,3.6875,34.0
1733918,Dark n stormy,119,36,5.0285714285714285,21.0
1735577,Nuggets med Pommes Frites,32,20,7.894736842105263,40.0
1737590,Margherita (Frokost Tilbud),34,27,6.5,42.0
1757310,Brunch,99,8,15.428571428571429,36.0
1786602,sambuca,160,27,6.461538461538462,44.0
1814122,Nyt vinyl,159,78,2.2987012987012987,8.0
1814235,Brugt vinyl,129,74,2.4383561643835616,9.0
1814600,Vin flaske,91,52,3.5098039215686274,12.0
1814606,Mad,49,32,5.387096774193548,25.0
1816213,Big Carlsberg,693,122,1.4958677685950412,5.0
1816214,Small Carlsberg,787,150,1.2147651006711409,4.0
1816215,Big Jacobsen,199,44,4.209302325581396,23.0
1816217,Big 1664,412,79,2.3205128205128207,10.0
1816218,Small 1664,103,57,3.2142857142857144,11.0
1816219,Big Grimbergen,449,94,1.946236559139785,7.0
1816220,Small Grimbergen,131,60,3.0338983050847457,13.0
1816221,Big Tuborg,3744,171,1.0647058823529412,3.0
1816227,ALM. Fl. øl,1591,160,1.1383647798742138,3.0
1816228,Lux. Fl. øl,115,29,6.107142857142857,43.0
1816231,Happy Hour Pint,2100,159,1.120253164556962,4.0
1816233,Small Soda,370,91,2.011111111111111,6.0
1816234,Big Soda,181,72,2.5492957746478875,6.0
1816235,Drink of Month,120,37,4.833333333333333,20.0
1816236,Alcopop,128,40,4.589743589743589,16.0
1816237,2cl Drink,277,82,2.234567901234568,6.0
1816238,4cl Drink,360,73,2.513888888888889,10.0
1816239,Kaffe,228,91,1.9222222222222223,6.0
1816240,Kande øl,140,57,2.875,15.0
1816246,Shot,653,101,1.81,6.0
1816247,U Boat,500,84,2.0120481927710845,10.0
1816255,Kaffee Bailey,122,44,4.209302325581396,14.0
1816259,Long Island,1462,102,1.7920792079207921,6.0
1816274,Staff Shot,266,87,2.104651162790698,8.0
1816275,Staff Drink,586,117,1.543103448275862,6.0
1816276,Staff Beer,931,125,1.4596774193548387,6.0
1830816,A. Skinke,282,108,1.691588785046729,25.0
1830817,B. Pepperoni,441,132,1.381679389312977,24.0
1830818,C. Oksekød,80,55,3.2777777777777777,27.0
1830820,Margarita,107,72,2.4788732394366195,26.0
1830821,Hawaii Pizza,186,92,1.989010989010989,26.0
1830822,Vamdrup Pizza,76,50,3.489795918367347,25.0
1830823,Nurten Pizza,88,60,2.8813559322033897,26.0
1830824,Laila Pizza,71,50,3.63265306122449,31.0
1830825,Barcelona,69,43,4.285714285714286,33.0
1830826,Roma,72,51,3.52,27.0
1830827,Columbus,96,55,3.3518518518518516,27.0
1830828,Sidarth,111,72,2.492957746478873,27.0
1830829,Ninorta,62,45,4.0,31.0
1830831,Amore,77,57,3.0535714285714284,24.0
1830833,Babylon,68,45,4.090909090909091,29.0
1830834,Ruman,63,47,3.8260869565217392,24.0
1830835,Las Vegas,74,56,3.290909090909091,31.0
1830836,Viking,81,65,2.796875,27.0
1830838,DK,385,133,1.371212121212121,24.0
1830839,Matador,257,108,1.6822429906542056,25.0
1830840,Center Pizza,158,82,2.185185185185185,25.0
1830846,Ottito,132,79,2.2564102564102564,24.0
1830866,Pommes Frites - Stor,261,109,1.6759259259259258,24.0
1830867,Pommes Frites - Lille,191,99,1.836734693877551,25.0
1830874,1/2 Grill Kylling,142,74,2.4794520547945207,25.0
1830893,Hvidløg I Bæger,91,50,3.6122448979591835,27.0
1871024,Diverse Dype.,1142,171,1.0647058823529412,3.0
1873409,Cocio chokolademælk,79,42,4.2926829268292686,32.0
1875526,Nr 1 hvidløgsbrød,9,4,54.0,70.0
1875543,Nr 2 humus,12,4,54.0,63.0
1875606,Nr 9 oksekødsbolle tajin,10,7,27.0,63.0
1875625,Nr 10 kyllinge tajin,14,9,20.25,55.0
1891767,Dubbel Nougat,20,10,17.444444444444443,81.0
1891769,Grillet sandwich,124,51,3.42,18.0
1894929,Big,18,11,14.0,40.0
1933258,Burger,24,18,9.705882352941176,28.0
1942570,"Cork pr øl 0,33L.",26,9,21.125,58.0
1942769,Monster Energy Ultra,14,13,11.416666666666666,27.0
1981432,Nordic Soda -  Ny fyldt,274,105,1.7019230769230769,6.0
1982156,Nordic Soda - Ombytning,102,39,4.631578947368421,25.0
1993948,Faxe Kondi Booster,13,10,19.333333333333332,46.0
2031955,egen pizza,119,51,1.36,4.0
2047173,Jungle Drink,39,29,5.607142857142857,22.0
2084280,Irsk Musik med kaffebord,29,1,999.0,999.0
2093680,Nerds Rope Tropical,24,21,6.45,14.0
2096929,Smoking deluxe,33,31,5.8,19.0
2099274,Takis Fuego,18,16,10.266666666666667,25.0
2099304,Cheetos Crunchy Fromage,13,10,18.22222222222222,68.0
2109075,Hår og skæg,260,67,2.272727272727273,13.0
2126177,Skole sandwich februar,1,1,999.0,999.0
2127130,Diverse,1388,154,1.1830065359477124,4.0
2127167,Cafe,1046,150,1.2147651006711409,4.0
2128134,Unspecified,1318,169,1.0773809523809523,2.0
2134611,Extra Sauce,168,78,2.3506493506493507,11.0
2134661,Extra råvarer,110,57,3.232142857142857,10.0
2135827,Indloesning af oelkort,88,19,7.555555555555555,19.0
2152809,FRIKADELLE,604,88,1.6896551724137931,6.0
2153143,COCIO,1,1,999.0,999.0
2156416,lille pofritt,74,56,3.1454545454545455,18.0
2156456,2 X dressing,13,10,16.77777777777778,44.0
2156487,svøb,305,110,1.6605504587155964,17.0
2162834,Smoking blu,18,18,10.058823529411764,32.0
2162862,Smoking duluxi,50,40,4.358974358974359,15.0
2162878,Papel Smoking King Size Brown,14,13,14.0,48.0
2162904,Smoking blue,35,32,5.548387096774194,18.0
2200725,Mineral vand,274,50,3.36734693877551,16.0
2200790,Den stærke Burger,29,14,11.384615384615385,31.0
2200846,"Kaffe/Te, Bolle, og Lagkage",30,1,999.0,999.0
2200871,Kaffe/Te og Kringle,35,1,999.0,999.0
2206122,Flæskestegs sandwich,65,7,26.166666666666668,94.0
2253694,Lux.Øl/Spiritus,384,93,1.9673913043478262,6.0
2265984,Lighter,54,45,4.045454545454546,20.0
2267546,Unspecified,6214,105,1.6730769230769231,17.0
2270821,Unspecified,40,30,5.793103448275862,28.0
2273188,Lays chips / pringels,192,43,3.8095238095238093,18.0
2295358,Long drink 4cl,130,58,3.1578947368421053,21.0
2305088,Glass wine,1199,173,1.052325581395349,3.0
2306720,10turskort(personale),14,12,14.818181818181818,52.0
2306787,Flaskeøl(personale),7,7,25.666666666666668,49.0
2306808,Sodavand/vand(personale),4,4,58.0,67.0
2306873,10shots(personale),2,2,20.0,20.0
2306902,Energidrik(personale),4,2,2.0,2.0
2307166,Unspecified,74,27,6.653846153846154,59.0
2307783,Dudum med oksekod,112,63,2.903225806451613,31.0
2316567,Hår+Skæg,151,85,2.142857142857143,12.0
2321548,Mandelcroissant,636,55,1.7592592592592593,14.0
2321865,Dressing,151,67,2.727272727272727,18.0
2321883,Juice,116,73,2.5,19.0
2321973,Stor salat,932,155,1.1753246753246753,14.0
2322280,Stor salat med kylling,223,105,1.7019230769230769,16.0
2329745,Aperol Spritz,19,8,25.285714285714285,136.0
2331498,Big Guinness,409,98,1.865979381443299,6.0
2338782,Bacon Chips SMALL,27,15,8.5,25.0
2340021,Omelet med bacon.,90,44,4.116279069767442,40.0
2351589,Kaffe,41,21,7.95,28.0
2351590,Kaffe,11,6,23.8,43.0
2351591,Kaffe Latte,40,28,6.2592592592592595,28.0
2351592,Cappuccino,23,18,10.411764705882353,36.0
2351593,Cacao,21,14,12.0,47.0
2351594,Te,55,37,4.388888888888889,18.0
2351598,Juice,5,4,49.333333333333336,113.0
2351599,Ingefær Kold Drik,7,5,32.0,68.0
2351601,En Bolle med Ost,28,15,12.642857142857142,32.0
2351602,Emmanuel og Annas Boller,24,16,8.733333333333333,55.0
2351611,Kokos Romkugle,18,14,13.307692307692308,35.0
2351612,Peanuts Romkugle,23,16,10.533333333333333,74.0
2351613,Lakrids Romkugle,43,30,6.0,24.0
2351614,Hvid Chokolade Romkugle,33,22,8.0,42.0
2351615,Daim Romkugle,53,34,5.212121212121212,27.0
2351616,Chokolade Romkugle,15,13,13.333333333333334,76.0
2351617,Tivoli Romkugle,15,13,14.0,32.0
2364469,Franskbrød m/ost eller Rullepølse,4,3,49.0,96.0
2386329,12 cones king size,14,12,10.727272727272727,35.0
2386353,Filters 120 slim,13,12,9.454545454545455,18.0
2386451,Smokers choice,32,29,6.142857142857143,20.0
2386473,Smokers,16,14,12.923076923076923,45.0
2386494,Brown,25,25,7.041666666666667,25.0
2419356,2 hotdog,117,60,2.9661016949152543,79.0
2431798,Nordic,214,69,2.573529411764706,14.0
2452104,Personale flaskeøl,84,45,3.5,21.0
2452192,Personale vand,96,63,2.870967741935484,10.0
2452257,Personale shaker,66,20,7.7894736842105265,26.0
2452272,Personale shot,84,34,5.151515151515151,13.0
2452373,Personale dobbelt drink,144,58,3.0350877192982457,28.0
2452526,Personale smøger,37,34,5.242424242424242,28.0
2456973,1 æske romkugler a 5 stk,140,63,2.8870967741935485,13.0
2457041,Sodavand,24,24,6.695652173913044,45.0
2457139,Stor Kaffe,4,2,20.0,20.0
2457317,"Stor Kaffe ""To-Go""",8,6,32.4,105.0
2457338,Stor Kaffe Latte,29,20,9.263157894736842,31.0
2457360,Stor Cappuccino,22,12,15.272727272727273,75.0
2457368,Stor Kakao,22,16,10.0,23.0
2457376,Vand,4,4,56.333333333333336,127.0
2463751,Cork pr stor øl,16,7,28.166666666666668,71.0
2512010,Happy Hour Royal,161,21,8.75,21.0
2512050,Happy Vin,147,23,7.954545454545454,21.0
2548338,Mad a 25 kr.,270,9,7.25,21.0
2548349,Mad a 35 kr.,89,9,7.25,21.0
2557568,Vand til bordet,48,19,3.9444444444444446,7.0
2557569,Sodavand,105,25,3.0,7.0
2557572,Naturfrisk,38,18,4.235294117647059,13.0
2557585,Friskbrygget kaffe,93,19,3.888888888888889,7.0
2557590,Cappuccino,39,17,4.375,13.0
2557591,Caffé Latte,23,13,5.833333333333333,13.0
2557593,Varm Kakao med Flødeskum,34,15,5.0,20.0
2562131,Surdejs Bolle,1225,99,1.7755102040816326,17.0
2562133,Smør,471,86,2.0470588235294116,18.0
2562134,Ost,518,89,1.9659090909090908,19.0
2562143,Chokolade Bar,358,90,1.9550561797752808,18.0
2562148,Knoppers,277,76,2.2666666666666666,25.0
2562152,Slik 2,195,71,2.4857142857142858,20.0
2562156,Tyggegummi,230,82,2.1358024691358026,17.0
2562162,Kildevand,2057,103,1.7058823529411764,17.0
2562163,Dåse Sodavand,2692,104,1.6893203883495145,17.0
2562164,Kaffe,657,97,1.8125,18.0
2562165,Kaffe Mælk,721,93,1.891304347826087,18.0
2562166,Redbull,1087,101,1.74,17.0
2562168,Monster,207,70,2.463768115942029,41.0
2562171,Capri Sun,563,99,1.7755102040816326,18.0
2562175,Pølsehorn,3041,94,1.8709677419354838,20.0
2562177,Salat Bar,233,69,2.4705882352941178,18.0
2562179,Sandwich,853,93,1.891304347826087,18.0
2562185,Samosa,1212,20,9.052631578947368,55.0
2562187,Toast Uden Chili,413,81,2.175,21.0
2562189,Pomfritter,382,37,4.638888888888889,22.0
2562191,Smørrebrød,388,22,8.285714285714286,21.0
2562192,Fiskfilet,280,21,8.7,21.0
2562193,Dip,1013,96,1.831578947368421,18.0
2562198,Pose,398,84,2.0963855421686746,22.0
2579058,reje chips,38,34,5.363636363636363,31.0
2579072,chilli mayo,67,35,5.235294117647059,30.0
2582095,Unspecified,360,25,7.5,102.0
2582538,10 shots,316,78,2.3376623376623376,11.0
2600151,Weekend Mokai / Ice / Breezer,443,60,3.0,7.0
2604768,Fransk Hotdog,1697,83,2.1341463414634148,7.0
2604805,Pommes Frites,2615,111,1.5909090909090908,7.0
2604824,Pommes frites m/nuggets,933,72,2.464788732394366,7.0
2604871,Nachos m/dip,2,2,48.0,48.0
2604915,Sandwich,83,13,13.5,64.0
2604931,Sodavand/øl,3867,118,1.4957264957264957,7.0
2604958,Kildevand,1566,109,1.6203703703703705,11.0
2604976,Kaffe/te/kakao,1126,95,1.8617021276595744,7.0
