item_id,title,total_qty,n_days,avg_gap_days,max_gap_days,storage_type,shelf_life_days,can_freeze,perishability,confidence,notes
1112320,Ekstra bøf,96,56,3.2,12.0,refrigerated,2,True,high,high,meat fresh
1112338,Ekstra vegetarbøf,1,1,999.0,999.0,frozen,90,True,medium,high,meat frozen
1112355,Ekstra ost,18,15,10.714285714285714,36.0,refrigerated,14,True,medium,high,cheese
1112367,Ekstra fisk,3,2,77.0,77.0,frozen,60,True,medium,high,seafood frozen
1112443,Menu 1,2144,175,1.0402298850574712,4.0,refrigerated,1,False,high,medium,ready-to-eat meals
1112466,Menu 2-4,2160,176,1.0342857142857145,4.0,refrigerated,1,False,high,medium,ready-to-eat meals
1118805,Special,128,9,2.0,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1132989,Pesto,55,17,10.0625,28.0,refrigerated,14,False,medium,high,sauces/condiments
1137892,Floedeis,46,26,6.76,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1139475,Portvin glas,108,12,15.909090909090908,64.0,ambient,365,False,low,high,alcoholic beverages
1145644,Manicure med ensfarvet lak/Shellac,17,17,10.5,35.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1173432,Brunch,34,3,51.5,76.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1198760,Sodavand,117,65,2.828125,27.0,ambient,365,False,low,high,soft drinks
1208733,Fredagsøl,750,25,7.291666666666667,14.0,ambient,365,False,low,high,alcoholic beverages
1227284,3 stk Cookies,13,13,13.416666666666666,51.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1227518,1 kss. øl,8,6,28.0,56.0,ambient,365,False,low,high,alcoholic beverages
1229449,Antons ØKO Saft,167,78,2.3506493506493507,18.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1229478,Adelhardt ØKO Rabarber,14,11,15.4,48.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1229570,Stor Croissant,439,122,1.4958677685950412,16.0,dry,30,False,low,medium,pastries shelf-stable
1229711,1/2 Bolle m. smør og ost,5920,132,1.381679389312977,16.0,dry,7,True,low,high,bread products
1229797,Hindbærsnitte,81,54,3.339622641509434,20.0,dry,365,False,low,high,coffee/tea/hot drinks
1229993,Napoleonshat,89,60,3.0338983050847457,23.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1230081,Cookie,66,42,4.414634146341464,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1230094,Wienerbrød,83,37,5.027777777777778,36.0,dry,30,False,low,medium,pastries shelf-stable
1230165,Kanelsnurre ØKO,343,112,1.6306306306306306,18.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1230798,Sancocho,20,16,10.466666666666669,30.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1230812,Kylling i karry m. Ris,102,66,2.769230769230769,21.0,frozen,90,True,medium,high,meat frozen
1236848,Usp smørrebrød,2125,115,1.5789473684210529,14.0,dry,7,True,low,high,bread products
1236854,Usp luksus smørrebrød,520,20,9.210526315789474,28.0,dry,7,True,low,high,bread products
1240114,Alkoholfri øl,18,6,29.4,42.0,ambient,365,False,low,high,alcoholic beverages
1240128,Vand,24,11,17.5,52.0,ambient,365,False,low,high,soft drinks
1240477,Sirup shot,36,24,7.826086956521739,29.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1244728,Café latte,188,61,3.0,25.0,dry,365,False,low,high,coffee/tea/hot drinks
1247438,Unspecified,42,23,3.0,13.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1256148,Chips,94,54,3.4150943396226414,12.0,ambient,180,False,low,high,shelf-stable snacks
1259241,Herreklip,383,110,1.651376146788991,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1259242,Dameklip,13,12,14.727272727272728,41.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1259243,Børneklip,27,23,7.272727272727272,33.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1259246,Maskineklip,33,31,5.8,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1259247,Trimming af Skæg,19,18,10.294117647058824,28.0,refrigerated,7,False,medium,high,dairy/eggs
1259249,Hårvasker,1,1,999.0,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1267267,"Extra ( bacon, artiskoker, tomater ...)",43,25,6.791666666666667,48.0,dry,365,False,low,high,coffee/tea/hot drinks
1269507,Personalepris,7,7,21.33333333333333,47.0,frozen,60,True,medium,medium,pasta/rice frozen
1269683,Cocio  store,176,93,1.9565217391304348,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1279115,MENU,515,52,3.450980392156863,10.0,refrigerated,1,False,high,medium,ready-to-eat meals
1279122,Durum Humus,156,67,1.8333333333333333,5.0,ambient,365,False,low,high,alcoholic beverages
1279655,HUMMERSUPPE,111,22,7.952380952380952,61.0,frozen,90,True,low,medium,soup frozen
1297198,Tuborg pilsner,1554,154,1.1764705882352942,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1297454,Tuborg classic,1229,143,1.2746478873239435,9.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1297963,Mikkeler burst ipa,243,78,2.3376623376623376,39.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298038,Grimbergen double,175,81,2.25,17.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298065,Jacobsen juicy IPA,444,115,1.5789473684210529,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298131,Mikkeller ich bin rasberry,310,105,1.7403846153846154,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298157,Playa De Brooklyn,137,63,2.8548387096774195,40.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298178,1664 blanc,841,142,1.283687943262411,9.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1298205,Brooklyn stonewall IPA,397,119,1.5338983050847457,16.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298243,Brooklyn pulp art IPA,186,69,2.573529411764706,17.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298279,Somersby apple cider,277,94,1.903225806451613,14.0,ambient,365,False,low,high,alcoholic beverages
1298310,Passion attraction,138,68,2.671641791044776,21.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298336,Tuborg pilsner,455,78,2.3376623376623376,18.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1298536,Sodavand,1182,141,1.292857142857143,12.0,ambient,365,False,low,high,soft drinks
1299021,Basil sour smash,155,40,4.512820512820513,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1299096,Raspberry rascal,264,46,3.911111111111111,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1320295,Kande fadøl,745,114,1.592920353982301,15.0,ambient,365,False,low,high,alcoholic beverages
1320387,"2 ens for 135,-",177,76,2.373333333333333,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1333981,Runnig dinner,46,2,105.0,105.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1383364,2 retters,81,20,8.0,28.0,dry,365,False,low,high,coffee/tea/hot drinks
1393766,Branca Menta,1,1,999.0,999.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1399637,Sodavand,2005,30,5.862068965517241,25.0,ambient,365,False,low,high,soft drinks
1419418,S. Brugsen,207,2,84.0,84.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1420007,Pitabrød kyllinge,157,78,2.2987012987012987,11.0,refrigerated,1,True,high,high,wraps/kebab fresh
1420036,Pitabrød meny,124,76,2.333333333333333,10.0,refrigerated,1,True,high,high,wraps/kebab fresh
1420053,Pitabrød falafed,50,42,4.195121951219512,21.0,frozen,60,True,medium,high,wraps/kebab frozen
1420731,Durum menu,157,89,2.0454545454545454,11.0,ambient,365,False,low,high,alcoholic beverages
1420742,Turkish brød kebab,689,144,1.2587412587412588,10.0,refrigerated,1,True,high,high,wraps/kebab fresh
1420743,Durum kyllinge,165,85,2.107142857142857,13.0,ambient,365,False,low,high,alcoholic beverages
1420755,Durum kebab,2834,146,1.2413793103448276,10.0,ambient,365,False,low,high,alcoholic beverages
1420764,Durum falafed,65,50,3.326530612244898,11.0,ambient,365,False,low,high,alcoholic beverages
1420766,Turkish brød kyllinge,27,21,7.8,27.0,frozen,90,True,medium,high,meat frozen
1420780,Turkish brød falafed,20,17,10.0,35.0,dry,7,True,low,high,bread products
1420781,Turkish brød menu,44,37,4.861111111111111,22.0,dry,7,True,low,high,bread products
1420812,Kebabbox,800,144,1.2587412587412588,10.0,refrigerated,1,True,high,high,wraps/kebab fresh
1420816,Kyllingebox,18,16,10.466666666666669,45.0,frozen,90,True,medium,high,meat frozen
1420839,Hoddok,285,104,1.7475728155339805,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1420851,Kyllingeburger,66,47,3.630434782608696,11.0,refrigerated,1,True,high,high,sandwiches fresh
1420877,Okse burger,94,63,2.8225806451612905,11.0,refrigerated,1,True,high,high,sandwiches fresh
1421806,Okse burger menu,23,22,8.19047619047619,64.0,frozen,60,True,medium,high,sandwiches frozen
1439345,Unspecified,25,19,8.166666666666666,34.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1439475,Unspecified,197,96,1.894736842105263,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1447752,Unspecified,130,67,2.227272727272727,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1452546,Nyt vinyl,462,127,1.4285714285714286,6.0,ambient,365,False,low,high,alcoholic beverages
1452561,Nyt vinyl,462,122,1.487603305785124,4.0,ambient,365,False,low,high,alcoholic beverages
1452605,Nyt vinyl,190,95,1.893617021276596,8.0,ambient,365,False,low,high,alcoholic beverages
1452635,Nyt vinyl,553,134,1.3533834586466165,4.0,ambient,365,False,low,high,alcoholic beverages
1452640,Nyt vinyl,835,142,1.2765957446808511,5.0,ambient,365,False,low,high,alcoholic beverages
1452643,Nyt vinyl,393,118,1.5384615384615383,7.0,ambient,365,False,low,high,alcoholic beverages
1452668,Nyt vinyl,368,119,1.5254237288135593,6.0,ambient,365,False,low,high,alcoholic beverages
1452689,Nyt vinyl,626,140,1.2949640287769784,4.0,ambient,365,False,low,high,alcoholic beverages
1452724,Nyt vinyl,254,101,1.8,8.0,ambient,365,False,low,high,alcoholic beverages
1452740,Nyt vinyl,219,98,1.855670103092784,7.0,ambient,365,False,low,high,alcoholic beverages
1452743,Nyt vinyl,131,71,2.5428571428571427,10.0,ambient,365,False,low,high,alcoholic beverages
1452774,Brugt vinyl,341,112,1.6216216216216215,4.0,ambient,365,False,low,high,alcoholic beverages
1452799,Brugt vinyl,231,106,1.7142857142857142,6.0,ambient,365,False,low,high,alcoholic beverages
1452810,Brugt vinyl,230,107,1.6886792452830188,6.0,ambient,365,False,low,high,alcoholic beverages
1452849,Brugt vinyl,310,120,1.512605042016807,5.0,ambient,365,False,low,high,alcoholic beverages
1452851,Brugt vinyl,176,99,1.836734693877551,6.0,ambient,365,False,low,high,alcoholic beverages
1452945,Drikkelse,154,72,2.4788732394366195,15.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1452957,Drikkelse,322,111,1.6363636363636365,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1452990,Gavekort,227,92,1.978021978021978,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1465913,Herreklip,302,68,2.194029850746269,13.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1465915,Børneklip,49,33,4.4375,13.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1465916,Maskineklip,19,15,8.428571428571429,30.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1465917,Trimming af Skæg,1,1,999.0,999.0,refrigerated,7,False,medium,high,dairy/eggs
1465918,Hårvasker,36,17,8.8125,25.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1465921,Cologne,4,2,11.0,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1466226,Croissant,9,6,28.2,99.0,dry,30,False,low,medium,pastries shelf-stable
1466234,2 croissanter,2,1,999.0,999.0,dry,365,False,low,high,coffee/tea/hot drinks
1466249,Bolle,4,3,45.5,65.0,dry,7,True,low,high,bread products
1469002,Cheseburger,23,22,8.380952380952381,25.0,frozen,60,True,medium,high,sandwiches frozen
1470593,Nyt Vinyl,425,133,1.3636363636363635,4.0,ambient,365,False,low,high,alcoholic beverages
1477373,SMØRREBRØD,1961,91,1.6333333333333333,7.0,refrigerated,3,True,medium,high,bread fresh
1477391,MØDE SMØRREBRØD,298,26,5.84,23.0,dry,7,True,low,high,bread products
1477415,VAND,86,50,2.9183673469387754,11.0,ambient,365,False,low,high,soft drinks
1477422,DÅSEVAND,1,1,999.0,999.0,frozen,90,True,medium,high,meat frozen
1477435,KILDEVAND,10,9,17.625,50.0,ambient,365,False,low,high,soft drinks
1485395,Fiskestjerne.,121,48,3.595744680851064,40.0,frozen,60,True,medium,high,seafood frozen
1499350,Chips,317,109,1.6666666666666667,6.0,ambient,180,False,low,high,shelf-stable snacks
1499351,SVÆR,208,96,1.894736842105263,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499356,Slik,83,58,3.12280701754386,14.0,ambient,365,False,low,high,confectionery
1499358,Kaffe,71,52,3.4901960784313726,12.0,dry,365,False,low,high,coffee/tea/hot drinks
1499359,Vand,1014,174,1.046242774566474,2.0,ambient,365,False,low,high,soft drinks
1499361,Energi Drink,90,58,3.087719298245614,12.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499364,Sprit (22),4170,174,1.0520231213872833,2.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499366,Sprit (25),642,116,1.5739130434782609,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499367,Sprit (31),147,36,5.114285714285714,27.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1499368,Sprit (43),85,28,6.666666666666667,18.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1499370,10 Shots,122,60,3.067796610169492,17.0,ambient,365,False,low,high,alcoholic beverages
1499372,Husets Sprit,33,24,7.391304347826087,20.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1499375,Vin,71,34,5.242424242424242,39.0,ambient,365,False,low,high,alcoholic beverages
1499376,Mokai,325,82,2.246913580246914,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499377,3 Mokai,236,81,2.275,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499378,Irch Kaffe,1131,145,1.2569444444444444,4.0,dry,365,False,low,high,coffee/tea/hot drinks
1499379,Underberg,397,81,2.2625,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499380,Billig Dring,291,81,2.2375,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499384,Isbjørn,167,45,4.090909090909091,22.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1499385,ØL,12211,183,1.0,1.0,ambient,365,False,low,high,alcoholic beverages
1499386,Aalborg Øl,4202,182,1.0,1.0,ambient,365,False,low,high,alcoholic beverages
1499387,Porter,54,33,5.15625,20.0,dry,365,False,low,high,coffee/tea/hot drinks
1499388,Guld Øl,338,91,2.011111111111111,8.0,ambient,365,False,low,high,alcoholic beverages
1499389,Ølkort,1705,181,1.011111111111111,2.0,ambient,365,False,low,high,alcoholic beverages
1499391,ØL 2 Go,143,65,2.75,13.0,ambient,365,False,low,high,alcoholic beverages
1499392,20 Røg,340,137,1.3308823529411764,4.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1499393,Lighter,86,55,3.333333333333333,14.0,dry,365,False,low,high,coffee/tea/hot drinks
1523513,Herreklip,768,139,1.3043478260869563,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1523515,Børneklip,45,38,4.837837837837838,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1523519,Wax,2,2,5.0,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1612426,Æblemost,2,2,103.0,103.0,refrigerated,14,True,medium,high,cheese
1612543,Perchs Chai Latte,39,33,5.59375,32.0,dry,365,False,low,high,coffee/tea/hot drinks
1618344,Unspecified,8,8,23.142857142857142,68.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1635263,"Sambuca, fernet, tequila",224,42,4.390243902439025,15.0,dry,365,False,low,high,coffee/tea/hot drinks
1639344,Vand,198,28,1.2222222222222223,2.0,ambient,365,False,low,high,soft drinks
1642563,Øl,9448,182,1.0,1.0,ambient,365,False,low,high,alcoholic beverages
1642593,Vand,1458,176,1.0342857142857145,3.0,ambient,365,False,low,high,soft drinks
1642605,Cigaretter,568,165,1.103658536585366,2.0,dry,365,False,low,high,coffee/tea/hot drinks
1642620,Rabatkort,1141,176,1.0342857142857145,2.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1642695,Spiritus 25,7735,180,1.011173184357542,2.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1642708,Spiritus 35,129,32,5.774193548387097,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1642721,Vin 45,143,53,3.4423076923076925,14.0,ambient,365,False,low,high,alcoholic beverages
1642725,Redbull,325,130,1.4031007751937985,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1642740,Tomat juice,13,10,15.77777777777778,47.0,refrigerated,7,True,medium,high,fresh juice/smoothie
1642762,Chips,49,35,5.205882352941177,27.0,ambient,180,False,low,high,shelf-stable snacks
1642789,Øl 15,302,11,12.2,49.0,ambient,365,False,low,high,alcoholic beverages
1642802,Grønne kort,302,88,2.0689655172413794,8.0,refrigerated,3,False,high,high,fresh salads/vegetables
1642822,Lighter,45,36,5.114285714285714,19.0,dry,365,False,low,high,coffee/tea/hot drinks
1648765,Chips vinegar,58,24,1.434782608695652,3.0,ambient,365,False,low,high,alcoholic beverages
1648820,Flaeskesvaer,81,26,1.32,3.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658503,Margharita,116,74,2.452054794520548,8.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658504,Hawaii,220,101,1.79,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658505,Danmark,42,36,4.885714285714286,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1658511,Vesuvio,104,68,2.701492537313433,14.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1658514,Alfreso De Palermo,89,64,2.8095238095238093,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658520,Hornsyld,68,48,3.723404255319149,11.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658522,Pepperoni,189,99,1.846938775510204,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658524,Mamma Rosa,74,46,3.6666666666666665,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658528,Herkules,458,130,1.4031007751937985,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658534,Texas,46,37,4.944444444444445,24.0,dry,365,False,low,high,coffee/tea/hot drinks
1658536,President,44,34,5.454545454545454,33.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1658537,Florida,40,32,5.67741935483871,23.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1658538,Mumi's,290,113,1.6160714285714286,6.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1658547,Mars,53,39,4.657894736842105,15.0,ambient,365,False,low,high,confectionery
1658553,Hugo Pizza,79,53,3.480769230769231,14.0,frozen,90,True,medium,high,pizza (frozen/long shelf)
1658556,Talo,38,32,5.419354838709677,23.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1658563,Cheeseburger,66,42,4.2682926829268295,16.0,frozen,60,True,medium,high,sandwiches frozen
1658567,Dobbelt Bacon Cheese Burger,51,38,4.756756756756757,22.0,frozen,60,True,medium,high,sandwiches frozen
1658575,Ribbensandwich,57,29,5.821428571428571,18.0,frozen,60,True,medium,high,sandwiches frozen
1658576,Kebab Pitabrød,93,63,2.8225806451612905,12.0,refrigerated,1,True,high,high,wraps/kebab fresh
1658581,Kebabrulle Alm,840,143,1.2746478873239435,4.0,refrigerated,1,True,high,high,wraps/kebab fresh
1658582,Kylling Kebab Rulle,131,69,2.6029411764705883,12.0,refrigerated,1,True,high,high,wraps/kebab fresh
1658591,500g Spareribs,56,27,6.769230769230769,30.0,frozen,90,True,medium,high,meat frozen
1658595,1/2 Kylling,227,97,1.8854166666666667,7.0,refrigerated,2,True,high,high,meat fresh
1658598,Kebab Mix,110,66,2.753846153846154,10.0,refrigerated,1,True,high,high,wraps/kebab fresh
1658600,Pommes Frites,323,115,1.5789473684210529,5.0,dry,365,False,low,high,coffee/tea/hot drinks
1658609,6 stk. Kyllingenuggets,37,30,5.931034482758621,20.0,frozen,90,True,medium,high,meat frozen
1658613,Chili Cheese Tops 5 stk,59,39,4.631578947368421,17.0,refrigerated,14,True,medium,high,cheese
1658619,Sodavand,380,125,1.435483870967742,4.0,ambient,365,False,low,high,soft drinks
1663110,Dåse,169,89,2.034090909090909,10.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1668414,Fad Nat,4331,76,1.0266666666666666,2.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1668415,Øl nat,5639,76,1.0266666666666666,2.0,ambient,365,False,low,high,alcoholic beverages
1668416,Shots (25 ),173,32,2.290322580645161,6.0,ambient,365,False,low,high,alcoholic beverages
1668417,Shots (30 ),1222,69,1.1323529411764706,3.0,ambient,365,False,low,high,alcoholic beverages
1668418,Lux Fad,568,69,1.088235294117647,2.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1668419,Jameson,291,43,1.809523809523809,7.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1668420,Vand Nat,353,58,1.3333333333333333,5.0,refrigerated,2,True,high,high,meat fresh
1668421,Øl Dag,303,46,1.6888888888888889,5.0,ambient,365,False,low,high,alcoholic beverages
1668422,Fad Dag,433,54,1.4339622641509433,5.0,refrigerated,2,True,medium,low,assumed perishable (no rule match)
1668425,Lux Øl,27,5,14.0,44.0,ambient,365,False,low,high,alcoholic beverages
1668437,Underberg,45,13,5.416666666666667,26.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1668441,Redbull,39,10,7.888888888888889,19.0,ambient,30,False,low,low,assumed shelf-stable (no rule match)
1668448,Chips,42,27,2.730769230769231,9.0,ambient,180,False,low,high,shelf-stable snacks
1668452,Fadøl,72,22,3.380952380952381,15.0,ambient,365,False,low,high,alcoholic beverages
1668453,Øl,165,38,1.972972972972973,11.0,ambient,365,False,low,high,alcoholic beverages
1668462,Vand,32,15,5.285714285714286,24.0,ambient,365,False,low,high,soft drinks
1668463,Lux øl,110,26,2.96,8.0,ambient,365,False,low,high,alcoholic beverages
1668464,Drinks 75,101,37,2.055555555555556,6.0,ambient,365,False,low,high,alcoholic beverages
1668466,Drinks (95),45,14,4.846153846153846,8.0,ambient,365,False,low,high,alcoholic beverages
1668476,Special Øl (35),34,16,4.266666666666667,13.0,ambient,365,False,low,high,alcoholic beverages
1668477,Special Øl (40),37,13,5.166666666666667,11.0,ambient,365,False,low,high,alcoholic beverages
